0918973031	Dramatica for Screenwriters,17.95,A9MBRG3MYS472,joanne flowers,0/0,5.0,1360972800,LUV IT,A really good book to go with the software an excellent guide I highly recommend . . . . .	D
Dramatica for Screenwriters	Dramatica for Screenwriters,17.95,A1X1CW1GXKC50V,Thomas Eno,0/0,5.0,1359504000,Armando is Great,"This is the way to get a handle on the incredibly complex yet useful theory of Dramatica and its program. At one time I almost went crazy trying to figure out how to use it with my writing and finally gave up, until I found this book. Armando is a genius."	R
0918973031	Dramatica for Screenwriters,17.95,A1H4HMVBMQFUGR,"jaidi ""jaidi""",0/0,5.0,1323302400,Finally the investment pays off...!,I am finding out that my 10 years old copy of Dramatica may be worth Something. I know about Armando from early adopters and listserve participants. I have poured over many times my dogeared notes of Instant dramatica before....Then I got distracted but knew this book was coming...That was 2005...but I am starting with this book now.I am at just part 3 of the book now and I am already feeling like a skilled storyteller.Thanks to Armando for sharing invaluable wealth of PRO information getting me back on the road....And restoring my belief in usefulness of Dramatica.....	D
Dramatica for Screenwriters	Dramatica for Screenwriters,17.95,A309DQ3THGNXD,"Stefan Mueller ""Werbe-Texter""",0/0,5.0,1300665600,Awesome - wanna use dramatica? You definitely need this book,"It's just awesome, even better than what you can read online about using dramatica of Armando. If you want to use Dramatica - and don't want to get lost eventually - you really, really, really need this guide to get to some point you can call your plot really a plot. This book just makes you very, very happy. For it will boost your efforts to really WORK with dramatica. I only wish we had had that book ten years before. So I do highly recommend it. Even if you aren't a native speaker like me, having german as my mother tongue. I would never have made it with the DRAMATICA SOFTWARE if I haven't had this book. Believe me. It's worth every Cent (I payed in Euro). Though I tried very hard for roundabout 2 years I was coming to fail with Dramatica 4.0. This book saved my ass. Let it save yours too. It's making me happy. Thank you so much, Armando. Greetings from Germany, Cologne"	R
Mensa Number Puzzles (Mensa Word Games for Kids)	Mensa Number Puzzles (Mensa Word Games for Kids),,A1AYN4J7T43M11,"""dirtpile""",4/4,3.0,981417600,Made me wish I was Einstein.,"Not much I can say about this book... It's full of VVVery difficult number puzzles... at least for me. Okay, so I don't get 'A's for my grades at school, but I think that even you might find it a little difficult. The way I see it, you will need lots of paper, patience and time, say 30 minutes or so to solve even the easiest of these.Why? Because basically, you are asked how many combinations can be formed from such and such. Example: How many ways get 31241 by adding prime numbers only? This is not really what the problems are like in the book, they are far more complicated than that.For me, it's just too much. I can't even do 1 single problem. I can't even look up the answers because uses some sort of a legend that I can't understand. But if you have an above average intelligence or are mathematically gifted, you will probably find some obscure short cut to the problem a la Gauss. For the rest, forget it.Word of warning: these are purely number problems. I can't tell if logic will help or even plays a part in this book, but the problems are NUMBER problems."	R
Mensa Number Puzzles (Mensa Word Games for Kids)	Mensa Number Puzzles (Mensa Word Games for Kids),,,,1/1,4.0,1015718400,Numbers Puzzles Galore,"This is a good book if you like numbers puzzles.It contains different types of puzzles such asgrids, sequences, logic and many others.They can be difficult at times; with a littlepatience, they can be solved."	R
Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science)	Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science),76.94,A1CHPTJILEAL74,Jean,5/5,5.0,949536000,The most complete book on vector quantization,"An essential book for researchers and engineers working on vector quantization. It provides a (nearly) exhaustive description of the available VQ methods, with analyses and discussions. The book concentrates on VQ, so don't buy it if you're not interested in that only. Most math tools explained. Could be a little bit outdated on some aspects -&gt; things are moving fast in the field."	R
Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science)	Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science),76.94,,,0/0,5.0,934848000,This is a very good book for students and engineers.,"Many useful concepts of digital compression can be found in this book. It is easy to read and understand, especially for students and engineers in EE."	R
Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science)	Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science),76.94,A30DX2BO4Y4NLU,Moosh,3/5,3.0,1113609600,Comprehensive but marred by poor printing,"This book appears to be a ""print on demand"" style book which manifests itself, in this case, as a poor quality hardcover. Some of the text is laughably bad, the few images near the end look like they are snapshots from a black and white TV screen, but most bothersome is the ""muddy"" look of the text. The price seems a bit steep for such a poor quality print. That said, the actual content is very comprehensive. One of the authors (Gray) is co-creator of the now commonplace LBG (Linde Buzo Gray) VQ algorithm. Fortunately, the quality of the content shines through the terrible printing."	R
Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science)	Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science),76.94,A29Z0B2L367ZO,"David Jimenez ""DJ""",1/2,5.0,1227484800,Great reference book for its topic,"It seems somebody was complaining for the printing quality. This is not a calculus book. If you take most theoretical books, and certainly most Springer's book, they don't have nice full color Barney images. This is technical (mostly theoretical) stuff. There is, in my opinion, no problem with the printing at all, clear, quality monochromatic printing.With respect to the contents of the book, it has almost everything you may want to know about Vector (and even Scalar) quantization and Signal compression. It was a great help while I was writing my doctoral thesis. Gray is probably one of the most respected authorities in the field."	R
Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science)	Vector Quantization and Signal Compression (The Springer International Series in Engineering and Computer Science),76.94,,,0/3,4.0,928195200,"large volume,not enough proof, introductory, good organizati","It seems that authors have pictures unrelated to content of the text repeatedly printed. It does not cover major topics, such as .gif/ graphic file compression. On the positive side it is well-written, organized, multiple equation in some chapters, descriptive in others. Very little mathematical proof."	R
A husband for Kutani	A husband for Kutani,,A2HDZHLMT3L5IO,"Laurence Bush ""horror critic""",0/0,5.0,1141603200,Unique Weird Orientalia from the 1930's,"Exotic tales of the Orient from the 1930's. ""Dr Shen Fu"", a Weird Tales magazine reprint, is about the elixir of life that grants immortality at a price. If you're tired of modern authors who all sound alike, this is the antidote for you. Owen's palette is loaded with splashes of Chinese and Japanese colours. Marvelous."	R
0908968000	Gold and greenstone,,A3Q7EWPN8MK8MS,Rob,0/2,5.0,948585600,&quot;Gold and Greenstone&quot; Barry Crump,A great New Zealand book writen in the true Barry Crump way	D
"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!"	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A1KZ0RDJZQSY4O,sayock,27/29,3.0,1090368000,No &quot;Insider&quot; Secrets,"If you are someone who is fairly new to the law school admissions process and haven't done much research on what it takes to get into law school, this information might seem very helpful and insightful to you. However, as someone who has read several other books (Richard Montauk's &quot;How To Get Into the Top Law Schools,&quot; Robert Miller's &quot;Law School Confidential&quot; and more) and done the necessary research on the internet, this book brought very little new information to the table. Perhaps the most unique thing about this book is the &quot;15 essential factors&quot;...unfortunately, many of those 15 factors--though essential--are things the average person applying to law school--particularly top law schools--doesn't care about and might cast aside even after reading this book.I do agree with her that many pre-law advisers are ill-prepared to advise pre-law students and don't know nearly as much as they should. However, if the info in this book is the information she provided other pre-law advisers with, then it's nothing that the advisers nor the students couldn't have come up with themselves or elsewhere. I still say Montauk's book is the best on law school admissions out there, regardless of what schools you're interested in. HIS book is the one with all the insider secrets in it. Wright's book is just a very broad overview of the admissions process, in my opinion.The one thing this book totally has in common with Montauk's book that is very disappointing is that they do nothing to help minorities know what the admissons process will truly be like for them or how to handle it. For that, you have to look up books by Evangeline Mitchell. Most books have a tendency to treat everyone the same, as if all the information applies to them the same, and that is deceiving.In conclusion, if you feel pretty well-informed already about admissions or are looking for an extra bit of information that might give you that edge or illuminate your particular situation...this book is not the one for you. Only if you really know very little about law school admissions might this book be worth it...but I'd still say it'd be best to go with Montauk's eye-opening admissions guide."	R
"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!"	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A2Y6KQPZUZP1MM,T.Bird,6/7,2.0,1121126400,"Not an ""ultimate guide""","Firstly,I enjoyed the format and tone of the book (how the author addressed the reader). However, I did not feel that she imparted any insider secrets that the book promised to reveal. If you are just starting to research law school, and do not know all the requirements of admission, then this book may be a tremendous help. If you have done your homework and are looking for an edge when it comes to admissions, I recommend some more topic-specific books. For example, books on how to write your personal statment, books geared specifically towards LSAT preparation (Powerscore books were the most helpful for me), and there are some websites with great advice geared towards aiding the individuals whom you are asking to write letters of recommendation. Yet, for those new to the entire affair, this book can definitely clarify the requirements for you."	R
0974289108	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A79QZ7YQFIXG6,Adam Glickman,5/6,5.0,1129075200,Everything my advisor SHOULD have told me!,"My advisor never asked any of the right questions or gave me the kind of information that would have helped me with my plan to study law. While looking for books on the LSAT I found this book and it really helped. It told me everything that the best advisor would have told me. It really helped me evaluate how I felt about law school and how to properly prepare myself. The last time I went back to my advisor he was shocked at how much I knew. I feel really good about my applications and think I have a really good chance of getting a ""big envelope""."	D
"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!"	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,,,9/12,5.0,1066176000,Exactly what I needed.,"This book answered all my questions about getting into law school in a plain and straightforward way. It was easy to read, and clear in its explanations. It even answered many questions I hadn't even thought to ask. The stories that are included in its &quot;Tales From the Trenches&quot; are really interesting, sometimes funny, and really help you to know how to avoid mistakes you might otherwise make. It's much more help than any other source I have found. The only thing it doesn't do is have a full LSAT prep course, but it does give you examples of the questions, and tells you how you can structure your own preparation program. Buying this book actually saved me money by helping me choose only to the right law schools for me, and by giving me a way to evaluate LSAT courses.(It turns out that a lot of expensive courses are not as good as you might think!) The appendix alone is worth the cost of the book. It has information on all the law schools sorted by the &quot;15 Essential Factors&quot; for picking law schools as they are outlined in the book. It makes it easier to sort through all the schools to find the right ones to apply to. This book really gave me confidence that I will get into law school. I can't wait to get my &quot;big envelopes&quot;!"	R
0974289108	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A142FRLMOAOLC7,JudgeJoe,0/0,4.0,1356998400,It works,What can I say? It works. This helped me when applying to law schools. A great guide to utilize. Cutting a great score on the LSAT is just part of the equation to get into law school.	D
"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!"	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A3AJA5ADM3Q8LM,stargazer,7/12,5.0,1090886400,"THIS BOOK SAVED ME OVER $100,000.00!!!","Boy am I lucky to have found The Ultimate Guide to Law School Admission. I picked it up because a friend recommended it to me as being the best book for the law school application process, and was she right! When I got the book I skipped right to the chapters on the admission process and found the whole thing very informative and encouraging. It let me know that even though I'm not the best student, there are plenty of schools that I would definitly get in to, and it told me how to make my application the best it could possibly be. I am sure that I would have gotten into at least a couple of the schools I had picked to apply to. However, lucky for me, before I sent in my applications I decided to read the book again. This time I started with the first chapter &quot;Should I go to law school.&quot; Guess what? Being a lawyer isn't what I thought it was! I mean, this book told me things about what lawyers personal lives are like, and what their average work day is like... stuff that I had never gotten anywhere else! This chapter convinced me that I would not be happy being a lawyer! Not only did this chapter save me from the expensive application fees... it saved me from spending the next three years wasting my time, and tuition money, pursuing a degree that would have put me in a job that apparently isn't right for me at all! Thank you Mrs. Wright, you saved me $100,000.00! I definitly recommend that EVERYONE read this chapter first! Don't go to law school without it!!!"	R
"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!"	"The Ultimate Guide to Law School Admission: Insider Secrets for Getting a ""Big Envelope"" with Your Acceptance to Law School!",14.95,A22WHL8P1DONEK,Carlo A. Taboada Jr.,0/1,1.0,1214265600,Nothing you don't already know,"If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!"	R
"The Repeal of Reticence: A History of America's Cultural and Legal Struggles over Free Speech	"The Repeal of Reticence: A History of America's Cultural and Legal Struggles over Free Speech, Obscenity, Sexual Liberation, and Modern Art",,A18YY5TBNSDW3O,Bartleby,29/29,5.0,899164800,Great treatment of the defeat of reticence by exposure,"Using a quiet, restrained writing style that is a pure pleasure to read, Gurstein chronicles the one-sided battle between the party of exposure and the party of reticence. She is on the side of reticence and writes with the pained nostalgia of a Southerner describing aspects of the War Between the States. Guerstein knows that reticence is a lost cause; she asks only whether it should be.Gurstein makes a quiet case for the reintroduction of taste, judgement, and sensibility into our public lives. This is a common theme these days. What is uncommon is that she derives her &quot;argument&quot; (always presented with the greatest of civility) from the distortion of privacy that somehow led from Brandeis's great legal work on privacy to the transformation of social man to private men and women and eventually to the public dissemination of all sorts of private matters. This is innovative and intriguing.Reticence should emerge from the coordinated behavior of civilized persons; it should not be coerced by legislation and litigation. It is thus especially appropriate that Gurstein never hectors or lectures. Instead, she paints such a delightful alternative portrait of life, far from morning talk radio, nightly real tv, and ever-present commercial messages in nearly all media, that she inspires the reader to aspire toward at least some aspects of reticence.I felt that Gurstein did not define reticence early enough and failed to take advantage of the opportunities to add more detail as the book progressed. I assume that the party of reticence acquired useful knowledge over time, such as after its (happily) failed efforts to prosecute the publisher of Joyce's Ulysses. But these reservations are minor.My most serious concern is whether the domestic party of reticence has foreign (and sometimes not-so-foreign) counterparts in governments that have successfully enforced taste through stern rule of law. I would have appreciated a treatment of these cultural (or anti-cultural) forces. Althoug! h very difficult, such an effort would have greatly sharpened my understanding of the tenets of the party of reticence and its role in our society. Gurstein surely knows that the mere existence of such potential counterparts to her domestic party of reticence may chill further inquiry; after all, she records numerous instances in which the party of exposure has dangled straw men for talismanic protection from true debate. It would be very useful if Gurstein, accounting for the human rights of those oppressed by governmental regimes, could make a better case for the human rights of those increasingly oppressed by the party of exposure, whose methodology of oppression is vastly different. The incremental personal losses to the party of exposure do not lend themselves to the same degree of drama, but possibly, over a sufficiently long period of time, they can present, cumulatively, a meaningful loss of freedom.Henry James wrote that the words, &quot;summer afternoon&quot; were the most pleasant in the English language. Take a summer afternoon (or two) to read this euphonious essay for a refreshing breather from the cacophony of Howard Stern, Don Imus, and their local knock-offs; follow-up news stories on Viagra; Judge Judy; infomercials; network news; and the culture of money, sex, power, and fame hustled by the print and electronic media."	R
"The Repeal of Reticence: A History of America's Cultural and Legal Struggles over Free Speech	"The Repeal of Reticence: A History of America's Cultural and Legal Struggles over Free Speech, Obscenity, Sexual Liberation, and Modern Art",,A29LG535LJRITI,Edward J. Uecker,0/0,5.0,1357776000,Rochelle explains It All for You,"Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book"	R
Overcoming Hypertension (Dr. Kenneth H. Cooper's Preventive Medicine Program)	Overcoming Hypertension (Dr. Kenneth H. Cooper's Preventive Medicine Program),23.00,A3TQFPF0QGVSJV,"Woody ""Woody""",2/2,5.0,1352073600,A must read for anyone with blood pressure issues,"Books by Dr Kenneth Cooper have been a tremendous source of guidance for me for over 30 years.When I first started being affected by the stress side effects of working too hard and too long in the 70's I started exercising. At the time jogging/running was becoming quite popular, so I took that up. I like to read so I read the Jim Fixx book on running which led me to Dr Cooper's book ""Aerobics"" (a term he coined), then to ""Aerobics Program for total Well Being..."", which became sort of a bible for a long time. After retirement I quit smoking and started going to a doctor. Found to be out of shape - again - I looked up Dr Cooper and saw his book ""Start Strong, Finish Strong"" which I absorbed like a sponge dropped in a bucket of water. Joined a gym and started the prescription of 55% aerobics, 45% strength and have never felt better. Now I've got one doctor trying to tie me down to hypertension drugs. That diagnosis was contrary to my own readings, so I'm in the middle of a complete cardio workup. (The initial stress test results were great, waiting for the in depth analysis.) When I saw this book it was a gotta have.In this book Dr. Cooper very thoughtfully presents all factors in a very helpful manner with a goal of controlling blood pressure without medications, but points out factors that could make them necessary. After my first reading I feel like I can more intelligently discuss the stress test results with my cardiologist, then better deal with my general physician.I would hardily, strongly recommend this book for any person who has had a too high blood pressure reading."	R
Alaska Sourdough	Alaska Sourdough,,,,36/37,5.0,949104000,Real Alaskan Sourdough,"Ruth Allman has written an excellent book about Alaskan sourdough history and provided very tasty receipes. As a resident of Kodiak,Alaska I have been lucky enough to get some of Ruth Allmans sourdough starter. I have tried her receipes and all I can say is , wow! San Francisco look out. You get a real sense of the struggle of the pioneers with this book, and the way she describs the receipes, you can just imagine spreading the butter and jam on the bread. My favorite receipe is the hot griddle cakes with fresh strawberries. As Ruth says, the art of mixing the batter with air, and the timing of slopping it on the grill is a skill learned over time. The Baked Alaska with sourdough waffles (which by the way is how it was actually first made) is a dessert from heaven. This is a book that every sourdough making Alaskan owns."	R
Alaska Sourdough	Alaska Sourdough,,AC58Z72OB2DDX,Gary W. Marian,29/30,5.0,945734400,True Alaskan cooking,"I have been using this book since 1988, the eighth printing, and I can honestly say it is the best sourdough cookbook I have seen. The recipe's are easy to follow and the history lessons are entertaining as well. Ms. Allman has written a really fun book and I do mean written. The entire book is hand written ! Truly an Alaskan cookbook."	R
Alaska Sourdough	Alaska Sourdough,,A3CNQIKVTG9QYO,MERRIBETH NORD,25/28,5.0,982972800,Cheechako to Sourdough in 190 Pages,"My poor dogeared, stained copy of this book came to me by way of my dad and brother after their trip to Alaska in 1989. Dad acquired some starter in about 1959 that its guardian said had been going since the days of the 49ers. I know it's been bubbling since then. All Dad made, though, were bread and rubbery pancakes. He, unfortunately, didn't buy a copy for himself, although I'd give anything to have him make another meal of them! You see, that's the magic of sourdough, the romance, the stories, the memories! I've not yet been to Alaska, but Ruth Allman has taken me from Cheechako to Sourdough by generously sharing her recipes and her stories with me. I read this book just for the enjoyment of it sometimes. We had her waffles this morning. I made her Flower Rolls recipe into Danish rolls for my famously fussy father-in-law. What better tribute could I make to this cook and her book than to say that he loved them! My two year old son and I will make a little fire in the woods and bake a sourdough version of bannock in Dad's old Dutch oven this week and make some memories of our own."	R
Alaska Sourdough	Alaska Sourdough,,,,10/11,5.0,1087603200,A Cookbook Every Baker Should Own,"I found a copy of this cookbook at a local used book store and mixed up a sourdough starter the following day. It was bubbling away the next morning and I can't wait to try it in a few more days...The directions in this book are simple to follow. The anecdotes and history provided are entertaining. The recipes all sound delicious! I'll be working my way through many of these, starting of course with the sourdough hotcakes and bread. The handwritten format just adds to the charm of the book. If you're interested in learning to make sourdoughs, this book will give you all the information you'll need."	R
Alaska Sourdough	Alaska Sourdough,,A2UMP9TJTJ6A6B,"happygardeningmama ""happygardeningmama""",7/8,1.0,1310169600,Cannot recommend,"As a former Alaskan, I didn't want to have to do this. But after repeatedly attempting Allman's recipes and having to throw out 8-10 cups of flour and miscellaneous ingredients nearly every time--and then comparing to Ed Wood's recipes which work flawlessly, and Lisa Rayner's very excellent Wild Bread: Hand-baked sourdough artisan breads in your own kitchen, I can't help but notice that their recipes work, where Allman's fail.I'm not a novice baker. The only thing that worked reliably was the pancakes recipe, but that can be found other places as well.If you are looking for reliable recipes and concise information about starting a sourdough and maintaining it, I recommend any of Ed Wood's books, even his very old ones. Lisa Rayner has written a fabulous tome in Wild Bread. But pass on this book.While some of the historical vignettes were interesting--not enough so to warrant the cost of the book. Check it out at your library if you must."	R
Alaska Sourdough	Alaska Sourdough,,AC2TK7NHKB5C0,"Kiki B. ""The Shepherdess""",4/4,5.0,1236643200,The best sourdough book around,"For those of us who would prefer to use sourdough starter as the sole leavening agent in making breads, this cookbook is very helpful in getting us ""started"". There are some receipts calling for the addition of yeast, and baking soda is often added not so much to leaven loaves as to create a chemical change which dampens some of the sourness in a very sour pot of starter. Overall, this book gives some of the best history of sourdough from a lady who knows first-hand the importance of an active sourdough starter, and will get any beginner started off making some very good breads, rolls, breakfast items & desserts. There is even a section at the end for making various products from the wild berries grown in the Last Frontier (for those of us who are able to utilize lingonberries & such)! Even for those who don't care to do a lot of baking, this book has a great deal of interesting information about Alaska & its pioneers - a great read for celebrating our 50th year of Statehood!"	R
Alaska Sourdough	Alaska Sourdough,,A22T74YNRM8NTK,Heddlemaid,8/10,5.0,1107820800,Worth buying just for the waffle recipe,"Make the most sublime waffles - crispy outside, creamy inside, and with a flavor that beats anything else. So good that my children want them even as plain unheated leftovers later in the morning."	R
Alaska Sourdough	Alaska Sourdough,,A2E0GB5QZRX2JZ,"Linda Pool ""cookbookaholic""",5/6,5.0,1244851200,A Bit of Heaven,"I got this book because of all the interesting stories and sourdough tidbits that it contained. The stories were informative, a fascinating look at history, and most of all - FUN! Then, because she made it sound so easy and delectable - I decided to try making sourdough and see what would happen. I had to go back and forth in the book a little to make sure I was doing everything correctly - the Sourdough Hints in the back were very helpful. Well, it's been a week since I mixed up the starter. The sourdough smelled ""sour cream sour"" and it looked OK. (I was glad not to see little black fungus or other such nasties growing on the surface like the last sourdough I tried to make 20 years ago). So I made the Quick Sourdough Bread today. I figured that was a good place to start since I didn't want to take time for the 2 risings that the regular Sourdough Bread recipe called for. It rose nicely in the pan. It smelled good. But I did take it out of the oven 10 minutes early, because it was a deep golden brown and I was afraid it would be a rock-hard loaf if I waited the full 45 minutes. I brushed butter on the crust to soften it a little (still paranoid about the possible hard crust) and waited for it to cool. I sliced it. My husband and I had one slice. Then we had another. (And, yes, then we had one more with black cherry jam!) Oh My Goodness!! I haven't had bread that tasted that good in a LONG time!! My husband put it this way, ""It is a slice of Heaven!"". I agreed wholeheartedly - better than candy, cake or cookies! So take it from a person who has hundreds of cook books and probably thousands of recipes and has cooked all sorts of bread for the last 30+ years - this book is worth getting. It made the best bread we have ever eaten and now I can't wait to try some of the other recipes in the book. Four thumbs up."	R
Alaska Sourdough	Alaska Sourdough,,A7VSVB6Z0JHOV,C.J. Whale,1/1,2.0,1349654400,Imprecise Recipes Make Bad Bread,"It's quaint, I'll give it that. The handwritten style and illustrations are reminiscent of, perhaps, an early scratch draft of ""The Moosewood"" done with a sharpie instead of a nib and ink. But the recipes for bread are poorly assembled.Any bread maker knows how the proportionality of ingredients is key for bread. I've tried two of the four bread recipes so far and neither have performed well. One recipe calls for 8 to 10 cups of flour, which I halved, and so attempted 4 to 5 cups. At 3 cups, my dough was full. Okay, yes, great variety of atmospheres and starter consistency, yes, but the next recipe was like that too. And my sponge has not raised a mm in 24 hours. Perhaps it's too cold in my kitchen? Nevertheless, don't expect this book to even hint at how long a rise will take.And what kind of sourdough calls for baking soda or commercial yeast? The kinds in this book!I'm not claiming to be an expert on bread, but I've made two loaves a week for 2 years now, with a lot of success with other cookbooks (America's Bread Book, The Bread Book, My Bread); I think this one is lame. I'm glad it's my housemate's and that I didn't pay for it."	R
Alaska Sourdough	Alaska Sourdough,,A1VXDNO64WERDD,c.arthur,0/0,5.0,1359590400,cant cook sourdough without it,"Bought this in 1982 and used it thoroughly for years until it fell apart and was held together with rubber bands, paper clips, and clothes pins...then it got away. This book is as much fun just to read as it is to cook from. Full of Alaskan lore, great recipes, and if you are into sourdough, or think you might be, this may be the only recipe book you'll ever need for just plain family eating: breads, biscuits, hot cakes, waffles, and anecdotes."	R
Alaska Sourdough	Alaska Sourdough,,A2BDX4R1Y9Q23I,Clive Frazier,1/2,5.0,1228780800,Enjoyed Ruth's Sourdough pancakes when she served them.,"I toured the House of Wickersham in Juneau Alaska years ago. After the tour, Ruth Allman served everyone Sourdough pancakes with her Rose Hip syrup. After such a delicious treat, I bought a copy of her book. I have a 1976 first edition. It has had a lot of use and that use is showing. In a few years, I will have to get another, later edition of this book.It is the best sourdough cooking book I have, and the stories she tells of ""Life on the Last Frontier"" only add to the book. Her father, Judge Wickersham, was one of the first territorial judges and first territorial governors of Alaska, having served in these positions shortly after President Lincoln purchased Alaska from Russia. Ruth weaves stories her father told her, throughout her book. Ruth and her husband Jack Allman, lived many years as Alaska Pioneers, and had to survive on their sourdough pot. From those days comes many of Ruth's receipes.My only regret is that I did not have Ruth Allman autograph my copy."	R
Alaska Sourdough	Alaska Sourdough,,AT050AMICV57J,"mavis j.hintermeister ""Mavis J. Hint'""",1/2,5.0,1208649600,Alaska Sourdough,"This is a wonderful book. Now I have so many more ways to use from my ""Sourdough Pot""...My Sourdough has been bubbling for a long time, but I was limited on recipes. This is also just a fun book to read."	R
Alaska Sourdough	Alaska Sourdough,,A33H49YV18XF5F,Dnnis B. Hacker,2/4,5.0,1243987200,The Best Sourdough Starter for Bread & Hot Cakes,"I had an excellent sourdough starter from a friend in Alaska. Debbie lived on the 49 Mile River. During the winter they, Debbie & Brad made bent wood furinture to sell in a general store in Dawson. Then pan for gold in the summer. Sourdough bread & hot cakes was a staple of life for them living in such a remote location.Ruth Allman's, ""Alaska Sourdough"" cook book is an excellent primer in making a sourdough ""starter"" from scratch,(just in case you can't get a start from a friend) the proper care for your starter, and how to rejuveniate the starter when needed. We are very selective who we share our sourdough bread & rolls with. We don't want to be depended upon to provide bakery items all the time.We made our purchase from redtree15 on Amazon Marketplace. We really appreciate the service provided."	R
B000NKGYMK	Alaska Sourdough,,A2ZVR2ZB5N0U49,Jo Ann Sutton,0/1,5.0,1250121600,Alaska sourdough,REad most of the book while visiting my brother in Alaska. Loved it. I am going to be making my sourdough starter soon. Book is full of great stories and recipes.	D
Alaska Sourdough	Alaska Sourdough,,A258YNWJW2264M,"Tessa F. Briggs ""Tessa B""",8/14,3.0,1241827200,Not your quick refrence cookbook,"After having a chance to read through the book I am not sure I would have bothered purchasing it in a store. The ""sourdough lore"" is very interesting but in order to make the book seem more ""authentically old"" the author has hand-written each and every page. That's right, the only thing typed in this book is the copyright info. Her handwriting is more or less legible but it's much more difficult to read at a glance and the frequent misspellings bother me. The instructions also assume that you already know how to do a lot of things. For example, on the recipe for doughnuts it says to mix the ingredients, allow to rise, and the deep fry the cut doughnuts. I have to cut doughnuts? Is there anything I do to them first? I don't know, because none of that is included in the recipe. Also, there is no master index.Finally, all the recipes I have gone through are scaled to make massive portions. There is no eating for two out of this cookbook and you can't cut them down because they call for an odd number of eggs. Example - the pancake recipe will make about 15-20 medium sized pancakes (and calls for two cups of sourdough starter - not workable for people who don't have huge batches of starter) yet calls for only 1 egg.UPDATE: After working with this cookbook more, I wish I could have given it a lower review. It's not really a cookbook as there are probably only about 5 unique recipes. Everything else is a VARIATION that she calls a new recipe. And some of her suggestions are just plain gross. Corned beef and Worcestershire pancakes? Cottage cheese and smoked fish pancake roll ups? Ick! There are about 10,000 things she recommends doing with waffles but these are not unique recipes - these are tips, hints, and VARIATIONS. Cover waffles with ice cream, meringue, pancakes, ham, make them a sandwich, cook them with curry and dip them in fish paste. YUCKO!"	R
Alaska Sourdough	Alaska Sourdough,,A34M31J29P6ZN0,"Elizabeth ""Psychotherapist and Author of more...",1/3,5.0,1238457600,The Best,"This is Such a great book! I have a sourdough starter from a friend and this book shows you how to care for it along with wonderful recipes. There are so many great stories that even without the recipes it would be a great book. I love the muffins, they don't taste like sourdough at all! I will say that if you don't know how to bake bread you should get another book along with it. I would recommend ""Beard on Bread."" Don't trust him for sourdough, he dose not like it. His recipe for sourdough calls for milk with Ruth Allman says causes spoilage."	R
Alaska Sourdough	Alaska Sourdough,,A33IOAYAZ5A6F0,Benjamin Meyer,4/9,3.0,1230681600,Good for what it is,"As a recipe book, this isn't all that great. The waffles are pretty good and the biscuits are enjoyable (especially with some whole wheat flour mixed in), but overall there aren't that many recipes.I enjoyed the writing style and anecdotes, but I was hoping for more recipes.On the positive side, the author does not make the reader feel that using sourdough is difficult or mysterious, but makes it attainable for the novice."	R
